Id,SalePrice
1754,192779.6311
1755,177174.7854
1756,134272.0909
1757,117744.1659
1758,152533.3051
1759,160904.2962
1760,165371.615
1761,159213.8701
1762,177046.0614
1763,192398.4947
1764,115222.3413
1765,166889.7554
1766,189140.4652
1767,213389.5633
1768,140219.4404
1769,159783.7868
1770,155929.4815
1771,122757.2444
1772,133390.0712
1773,118353.7282
1774,157516.6214
1775,142136.4755
1776,129104.2251
1777,105652.3231
1778,146181.308
1779,136322.1193
1780,158141.0887
1781,125413.0408
1782,82190.32941
1783,150601.3886
1784,111533.8815
1785,140818.5231
1786,123425.6355
1787,162948.4298
1788,56135.47949
1789,102354.8295
1790,83618.59412
1791,196914.5943
1792,158218.1181
1793,129952.2845
1794,163574.8532
1795,134229.2706
1796,139957.1935
1797,119675.1436
1798,127904.9491
1799,97862.63967
1800,132659.5794
1801,122481.4637
1802,117725.3209
1803,158767.67
1804,127594.7384
1805,133889.2991
1806,117437.043
1807,142673.8863
1808,126779.8859
1809,136009.6193
1810,141352.6743
1811,101830.423
1812,99090.4448
1813,134262.2695
1814,95275.86604
1815,47534.1036
1816,99028.38957
1817,125651.906
1818,171564.0953
1819,141795.2734
1820,48666.74647
1821,106136.8523
1822,154864.5094
1823,37923.94712
1824,143309.8671
1825,142508.4697
1826,109831.6
1827,101478.8532
1828,139335.2149
1829,136589.253
1830,147303.8119
1831,141979.2199
1832,58575.71379
1833,143994.9241
1834,125619.162
1835,124253.3755
1836,122577.8975
1837,86378.9706
1838,114385.235
1839,102232.4164
1840,157329.843
1841,131502.7048
1842,89290.80223
1843,144341.03
1844,152526.7011
1845,142371.4605
1846,159516.8526
1847,176856.0937
1848,41263.01179
1849,114528.0685
1850,113055.0105
1851,146643.0557
1852,123119.7116
1853,133941.9173
1854,162764.34
1855,153314.1831
1856,225787.2376
1857,145463.4102
1858,141357.8077
1859,113866.9729
1860,152060.699
1861,117683.4532
1862,298242.3359
1863,287211.4166
1864,287228.8546
1865,361500.759
1866,343030.156
1867,214415.6219
1868,286510.5476
1869,207557.6772
1870,216951.2788
1871,265990.0251
1872,184817.5005
1873,245966.7687
1874,142324.4872
1875,183761.3513
1876,201541.7057
1877,205658.9607
1878,202311.031
1879,139867.5731
1880,124061.1915
1881,242132.5254
1882,235405.595
1883,181089.2515
1884,195853.7347
1885,228333.4723
1886,283677.3803
1887,219362.3548
1888,251877.4783
1889,181173.222
1890,110794.3906
1891,119382.8432
1892,103054.4591
1893,126199.4985
1894,129425.6783
1895,139627.8314
1896,125956.0991
1897,127862.561
1898,107982.1116
1899,163568.9572
1900,161789.0454
1901,177015.0249
1902,167623.0369
1903,215156.3327
1904,161851.3652
1905,200212.4759
1906,155810.9836
1907,225803.489
1908,105676.3639
1909,132975.4093
1910,122424.6062
1911,217690.0768
1912,306827.1565
1913,165049.202
1914,51978.7384
1915,347027.296
1916,46331.8268
1917,228734.6448
1918,135593.3996
1919,159088.1548
1920,155539.7617
1921,385242.456
1922,340225.5305
1923,231040.3007
1924,240044.3543
1925,202820.3248
1926,375435.1187
1927,126833.4746
1928,172716.4729
1929,114433.3431
1930,125707.4865
1931,128319.4911
1932,128779.567
1933,207195.3724
1934,184468.0918
1935,174389.6318
1936,205558.1022
1937,180351.5183
1938,169347.0037
1939,267300.3157
1940,199650.4712
1941,167410.6538
1942,163485.9702
1943,234353.0557
1944,374335.9859
1945,399047.4376
1946,133200.7879
1947,189514.6771
1948,172472.1264
1949,249131.8194
1950,184612.4576
1951,245270.5462
1952,205841.6822
1953,183992.1962
1954,182602.2171
1955,135256.0892
1956,278830.0572
1957,154350.2689
1958,253444.0896
1959,140383.0737
1960,100463.345
1961,128565.5696
1962,94403.35216
1963,107308.9123
1964,108057.9718
1965,135946.7579
1966,129846.4029
1967,306562.4261
1968,402923.1355
1969,382541.9036
1970,387796.1216
1971,436861.4709
1972,363236.1988
1973,297917.3483
1974,335646.5894
1975,547818.9821
1976,274773.4664
1977,350163.8253
1978,336507.2571
1979,321764.4308
1980,207183.8653
1981,351433.3671
1982,217457.1334
1983,204529.2292
1984,181819.0582
1985,226721.7589
1986,204033.2059
1987,199879.3715
1988,180568.4022
1989,194820.6427
1990,211553.1878
1991,232395.0948
1992,224738.6069
1993,171416.7893
1994,221809.7758
1995,186287.9572
1996,286136.7731
1997,330648.3364
1998,313036.9673
1999,313801.877
2000,310609.147
2001,306223.5958
2002,245267.6842
2003,248737.3538
2004,283398.2927
2005,230766.7586
2006,219166.3645
2007,239570.6896
2008,234017.5296
2009,210644.8688
2010,193844.6594
2011,135620.9969
2012,181118.5603
2013,185296.8405
2014,190845.616
2015,219452.8411
2016,197951.3364
2017,197232.5026
2018,117649.0298
2019,131426.9951
2020,77845.44305
2021,101983.1373
2022,209991.6477
2023,142355.8091
2024,288501.2465
2025,353096.6542
2026,169478.91
2027,161868.7674
2028,152704.3108
2029,170619.1737
2030,255684.8671
2031,229614.8576
2032,254424.8391
2033,244332.6812
2034,170450.8667
2035,227379.3843
2036,201493.6773
2037,212442.4446
2038,311289.3916
2039,231544.8609
2040,302746.4017
2041,310276.0797
2042,205485.3075
2043,177347.049
2044,173463.5027
2045,199842.1414
2046,147486.3802
2047,139015.2817
2048,141417.3424
2049,144680.9401
2050,163570.7941
2051,101968.2255
2052,117194.9031
2053,144645.0144
2054,92697.61832
2055,166444.5148
2056,140688.8428
2057,104332.6259
2058,219822.7353
2059,132183.6346
2060,172854.1699
2061,168054.9425
2062,122964.0949
2063,114863.2391
2064,138750.6598
2065,109418.256
2066,172439.4937
2067,120989.59
2068,149680.6045
2069,73339.38423
2070,110813.6285
2071,105837.8298
2072,155098.7058
2073,125034.0279
2074,174252.0241
2075,162959.1157
2076,119186.3105
2077,160294.9543
2078,128193.5533
2079,128439.2174
2080,111685.8069
2081,122653.2391
2082,132508.0623
2083,151008.5452
2084,100322.8323
2085,107453.8893
2086,102755.4093
2087,110281.3223
2088,103013.9348
2089,77556.37876
2090,120368.0896
2091,104922.2276
2092,132010.1211
2093,131334.529
2094,114941.8933
2095,166654.4688
2096,82629.28833
2097,100494.4438
2098,151490.9002
2099,40274.95768
2100,65140.92868
2101,115034.634
2102,121867.3431
2103,103578.6715
2104,136412.8944
2105,142805.7992
2106,54851.68282
2107,198960.0397
2108,111701.2465
2109,105835.251
2110,118654.775
2111,127522.327
2112,143176.8366
2113,116543.8714
2114,120571.35
2115,156689.7638
2116,117758.0474
2117,147200.2726
2118,128502.7881
2119,119384.6493
2120,110449.8564
2121,101111.6323
2122,122432.204
2123,79245.80807
2124,162764.3828
2125,135374.3972
2126,172513.4509
2127,165213.7722
2128,132301.2049
2129,56679.91979
2130,135072.5164
2131,128435.3588
2132,111568.8704
2133,125293.2522
2134,122572.8135
2135,90799.96674
2136,73730.69053
2137,104660.9058
2138,128223.5644
2139,141460.9243
2140,140131.4739
2141,164720.5254
2142,133039.5505
2143,157875.9743
2144,125051.9804
2145,143884.081
2146,177028.4932
2147,154390.9725
2148,122908.3527
2149,143633.3696
2150,232090.4163
2151,123404.2885
2152,185233.71
2153,180091.9003
2154,98257.61963
2155,139276.3378
2156,247994.8384
2157,233962.3944
2158,242286.2941
2159,213959.0486
2160,199860.4596
2161,228015.8931
2162,361441.9875
2163,355193.1144
2164,251947.5317
2165,205254.889
2166,156796.0845
2167,224518.6977
2168,187462.9765
2169,196655.4642
2170,210845.9912
2171,151940.0374
2172,134408.089
2173,170213.0808
2174,218960.7889
2175,274420.7907
2176,305429.6099
2177,238947.3613
2178,211324.9656
2179,135354.9125
2180,213979.6366
2181,196078.4904
2182,218090.6987
2183,191555.6738
2184,122139.959
2185,128511.216
2186,145862.7293
2187,149825.2315
2188,157683.6837
2189,296677.019
2190,72321.34577
2191,55721.6542
2192,84514.14902
2193,124995.9104
2194,105330.1943
2195,107824.1598
2196,113435.0098
2197,118219.4015
2198,157513.1685
2199,171707.8907
2200,157574.1134
2201,157832.5125
2202,192944.4478
2203,162881.0942
2204,184852.8268
2205,127758.8252
2206,151891.631
2207,227388.4179
2208,245966.0581
2209,253348.3657
2210,124222.8129
2211,116507.9435
2212,119390.2075
2213,108766.3365
2214,142685.5601
2215,99303.06616
2216,151470.0533
2217,58400.54903
2218,68376.12243
2219,56013.22401
2220,29995.59438
2221,347837.1656
2222,305255.1803
2223,281739.8665
2224,206295.2449
2225,120567.7888
2226,183445.3288
2227,196892.3726
2228,284043.0412
2229,251903.7149
2230,150594.742
2231,220735.4986
2232,179659.2034
2233,192245.5176
2234,253280.6845
2235,233584.4144
2236,248136.3968
2237,305209.5068
2238,204912.0086
2239,90410.67756
2240,156357.8269
2241,148301.9132
2242,124201.5508
2243,127012.2682
2244,102462.6399
2245,112735.553
2246,135184.6875
2247,125504.5963
2248,120370.4287
2249,115779.5801
2250,121586.4935
2251,114504.3772
2252,188667.8089
2253,158367.394
2254,176657.593
2255,185135.7899
2256,167134.0289
2257,203900.4348
2258,147794.3699
2259,176644.2779
2260,134513.6926
2261,215684.4682
2262,229570.7964
2263,375236.4318
2264,447947.9364
2265,164259.5316
2266,316031.8006
2267,369561.9955
2268,443090.5312
2269,151948.9504
2270,191961.2441
2271,212068.611
2272,211227.0183
2273,154217.6021
2274,185649.7793
2275,161986.793
2276,195877.1114
2277,176051.7009
2278,143055.8253
2279,138041.7952
2280,101194.5985
2281,159207.6085
2282,173501.0542
2283,111726.551
2284,130559.3509
2285,137284.7574
2286,120644.4547
2287,381019.7142
2288,293191.971
2289,340001.6146
2290,427655.7986
2291,343335.5354
2292,404724.555
2293,447351.6202
2294,383742.2504
2295,448663.8146
2296,274829.6458
2297,379083.2843
2298,370971.2202
2299,346211.7032
2300,316742.2636
2301,333699.7729
2302,254109.7478
2303,240694.1785
2304,257383.4225
2305,213130.2778
2306,200696.0336
2307,208591.7881
2308,233497.5042
2309,302734.5867
2310,219831.4417
2311,212599.7643
2312,185798.5763
2313,172513.2152
2314,184241.0036
2315,190138.1761
2316,203747.3781
2317,192977.74
2318,192144.0319
2319,192416.5656
2320,181796.6514
2321,235635.3511
2322,197559.186
2323,199942.7414
2324,183916.9734
2325,212880.3006
2326,175338.1217
2327,200786.9964
2328,221450.8517
2329,189764.4442
2330,181851.4427
2331,338804.0351
2332,371629.4889
2333,312546.5966
2334,275383.5256
2335,299641.7179
2336,311276.1113
2337,194657.4063
2338,249894.5589
2339,216650.9682
2340,385853.5858
2341,213669.6876
2342,224400.0373
2343,228117.4137
2344,205144.734
2345,224799.8935
2346,214303.5467
2347,203756.1602
2348,244677.5099
2349,204219.6844
2350,312809.8268
2351,284790.0732
2352,237487.9264
2353,247597.1167
2354,156106.7769
2355,148625.1521
2356,152501.0378
2357,191111.6781
2358,198065.8138
2359,126805.3848
2360,109739.656
2361,150078.0137
2362,250587.8575
2363,138457.1648
2364,161015.2673
2365,202825.2101
2366,198020.3604
2367,214726.7966
2368,227208.6439
2369,209577.9693
2370,172143.186
2371,163887.4661
2372,194520.9718
2373,281221.4095
2374,304248.9261
2375,239948.9717
2376,294874.9564
2377,315396.3306
2378,154530.682
2379,211851.8676
2380,143924.8571
2381,175060.3759
2382,201792.2674
2383,191508.2451
2384,232691.0904
2385,158816.7337
2386,135132.3102
2387,124214.237
2388,103156.2137
2389,119461.6894
2390,160236.3393
2391,147681.8329
2392,116551.6333
2393,179758.1021
2394,149608.1585
2395,203908.6134
2396,136093.9156
2397,206286.7305
2398,132495.762
2399,68906.36781
2400,66203.12994
2401,131033.9253
2402,139605.1916
2403,144626.7338
2404,158228.3367
2405,158501.3825
2406,136366.7789
2407,122919.5516
2408,132072.2954
2409,113688.3453
2410,175138.7393
2411,111991.1928
2412,161396.9445
2413,124876.7349
2414,173214.6442
2415,139700.1497
2416,122136.1982
2417,137132.068
2418,134869.4014
2419,129595.4982
2420,127763.3755
2421,154217.2099
2422,105317.641
2423,129157.1789
2424,143578.2603
2425,210551.7264
2426,143603.3968
2427,139166.1857
2428,187890.1119
2429,100502.9766
2430,127782.4677
2431,105428.5301
2432,157439.1248
2433,154493.8383
2434,144525.4122
2435,167951.3629
2436,111337.1019
2437,89365.82461
2438,116351.1997
2439,96430.47645
2440,124862.1034
2441,92841.43413
2442,94397.16526
2443,138653.4656
2444,138463.1118
2445,87373.21666
2446,138560.3397
2447,193973.7032
2448,139123.3478
2449,113117.0042
2450,154046.2278
2451,136263.7135
2452,193909.1178
2453,89331.97859
2454,120369.5633
2455,124816.59
2456,128413.7843
2457,146539.2679
2458,142644.5491
2459,116053.5942
2460,148541.4093
2461,128579.9324
2462,129387.8621
2463,127538.1521
2464,180333.321
2465,141009.8989
2466,125108.8815
2467,127746.5625
2468,96157.68165
2469,90240.98997
2470,200567.87
2471,210768.351
2472,165357.2192
2473,116882.8069
2474,71976.20365
2475,198855.3054
2476,101910.5129
2477,116144.0773
2478,150640.2527
2479,98819.27286
2480,161097.8916
2481,129652.7188
2482,109569.5837
2483,107174.4513
2484,123771.7405
2485,125450.5882
2486,166657.8455
2487,204733.4657
2488,162295.2191
2489,156006.306
2490,146147.799
2491,84029.24492
2492,189040.5543
2493,160757.2571
2494,149695.0808
2495,70740.22633
2496,227057.5565
2497,153354.6754
2498,113283.3998
2499,81432.71356
2500,126157.1892
2501,135757.4465
2502,149248.442
2503,115100.7594
2504,186513.3
2505,233016.5477
2506,251425.162
2507,273325.8286
2508,248332.8994
2509,215856.386
2510,210756.4294
2511,172533.0605
2512,211712.1068
2513,218888.2915
2514,309077.9756
2515,157341.0379
2516,177109.6113
2517,151813.6743
2518,152039.5662
2519,247647.8789
2520,222581.5213
2521,186331.9331
2522,222877.9756
2523,115251.8237
2524,144962.0608
2525,146306.5563
2526,156455.3631
2527,121791.1555
2528,150087.5563
2529,115041.5521
2530,123820.1423
2531,253420.8453
2532,219054.9441
2533,197962.3831
2534,245531.083
2535,269108.3298
2536,227614.3111
2537,251086.6478
2538,192487.8176
2539,183523.1338
2540,192054.4959
2541,180084.2781
2542,171382.2164
2543,119578.9578
2544,116086.1016
2545,137180.5422
2546,120351.8206
2547,140046.2138
2548,160143.8081
2549,166130.1324
2550,626847.4563
2551,143032.7082
2552,127974.8195
2553,60722.5788
2554,84516.06975
2555,112667.9241
2556,90951.59802
2557,99748.21978
2558,175530.7512
2559,157036.1646
2560,166716.3984
2561,156323.9037
2562,167107.9209
2563,150340.7637
2564,194012.5471
2565,165000.9206
2566,180685.8615
2567,143374.6317
2568,215142.8304
2569,237283.5669
2570,118316.2102
2571,201549.0941
2572,153534.1642
2573,229952.3683
2574,358987.4114
2575,136111.2024
2576,139308.7277
2577,160905.8906
2578,62796.19967
2579,39392.72204
2580,93954.79895
2581,123057.9625
2582,110989.6118
2583,285981.6556
2584,172318.0593
2585,194771.284
2586,210319.6666
2587,198751.1448
2588,136344.8562
2589,142959.072
2590,204252.7703
2591,231373.7997
2592,216862.857
2593,265936.232
2594,168478.5291
2595,213739.1141
2596,287167.3864
2597,207832.5075
2598,279646.1316
2599,373528.0142
2600,183143.6311
2601,134159.9389
2602,78484.88857
2603,96488.95447
2604,88701.57074
2605,80041.58469
2606,144426.69
2607,219863.1764
2608,185964.0367
2609,162623.2367
2610,107333.9507
2611,162522.0042
2612,156931.5972
2613,119376.1355
2614,106835.1951
2615,156252.8516
2616,155325.6215
2617,203454.4793
2618,225337.5975
2619,205775.1948
2620,190465.5772
2621,175020.8033
2622,180461.4833
2623,229124.2135
2624,290666.5015
2625,287664.2219
2626,170643.4157
2627,170835.7767
2628,452750.4497
2629,479029.5693
2630,377272.825
2631,449031.4896
2632,401919.0618
2633,308871.1285
2634,416717.5175
2635,151168.6587
2636,170523.2229
2637,204702.5685
2638,265466.2041
2639,178227.8166
2640,151561.9506
2641,100566.4913
2642,172447.4387
2643,108698.7224
2644,113679.2245
2645,108918.6582
2646,95522.20961
2647,106016.1308
2648,133898.8431
2649,146308.5138
2650,117552.9228
2651,141239.1275
2652,374264.1472
2653,249890.151
2654,279705.7901
2655,406414.3615
2656,330248.4293
2657,365991.5912
2658,323201.4795
2659,317466.9679
2660,362277.6957
2661,359145.3614
2662,379956.9964
2663,280967.9148
2664,295603.6174
2665,326210.9564
2666,297979.6536
2667,189272.5266
2668,188935.724
2669,192342.5825
2670,265298.0157
2671,194686.4829
2672,198845.1979
2673,196279.9312
2674,195210.9268
2675,191043.2499
2676,193173.5354
2677,198780.4882
2678,230004.6322
2679,292566.9082
2680,294119.1078
2681,389708.769
2682,314981.9137
2683,456336.7141
2684,318865.2742
2685,327138.1067
2686,257781.8458
2687,291910.2458
2688,210539.1571
2689,208104.9292
2690,368990.7923
2691,192928.8908
2692,153640.368
2693,210565.2389
2694,142080.6599
2695,200200.7697
2696,187370.7367
2697,184651.4037
2698,200120.6248
2699,165434.8327
2700,147106.4864
2701,147047.774
2702,106201.7786
2703,118668.9278
2704,143996.8057
2705,108408.5752
2706,91605.53386
2707,106864.1742
2708,136469.9274
2709,108278.5611
2710,131961.0878
2711,297724.5262
2712,397807.4117
2713,163472.3882
2714,145849.5462
2715,174146.4074
2716,139386.0204
2717,200721.4083
2718,214772.3217
2719,150785.8029
2720,173097.3337
2721,123679.6708
2722,160573.5874
2723,136187.221
2724,128961.0518
2725,125401.484
2726,143913.7224
2727,172690.6515
2728,181933.4984
2729,144510.2072
2730,144193.2017
2731,125593.0977
2732,140117.1493
2733,153605.6929
2734,139956.8741
2735,140117.5581
2736,137584.6589
2737,116223.1267
2738,130180.302
2739,150084.4969
2740,137041.198
2741,147997.6793
2742,163758.6113
2743,164182.0841
2744,164711.5242
2745,141608.8074
2746,137401.5055
2747,152602.789
2748,118118.7413
2749,133732.6913
2750,118566.135
2751,134432.6239
2752,200644.985
2753,155380.555
2754,224647.2735
2755,140709.2549
2756,94065.33844
2757,72290.28583
2758,92619.31288
2759,172152.3993
2760,139761.5758
2761,144407.9024
2762,134683.0144
2763,179526.2025
2764,143925.3174
2765,264896.3508
2766,119704.2554
2767,80139.68756
2768,132472.482
2769,146231.1529
2770,129887.0125
2771,95191.85491
2772,97207.32942
2773,183613.871
2774,144952.2043
2775,122974.3468
2776,144891.3618
2777,154293.9328
2778,104725.467
2779,129281.2096
2780,93895.6509
2781,84331.18812
2782,94911.3876
2783,105779.6524
2784,123877.2022
2785,141790.0933
2786,55557.51085
2787,123363.6309
2788,70078.65804
2789,171696.2375
2790,94187.89557
2791,113368.1805
2792,72846.34209
2793,150755.728
2794,100667.8935
2795,119305.0847
2796,98262.98455
2797,212318.2578
2798,110911.9113
2799,114528.0903
2800,67141.81429
2801,106703.5185
2802,131464.5781
2803,169434.516
2804,126347.3328
2805,99328.1534
2806,76043.24087
2807,191064.8145
2808,159538.105
2809,121532.9276
2810,124009.1538
2811,170672.5222
2812,179376.6308
2813,163017.7409
2814,162302.8048
2815,106436.3823
2816,209121.4603
2817,153031.1204
2818,129608.3251
2819,182954.091
2820,144045.154
2821,119913.7386
2822,176697.7419
2823,289997.8511
2824,182721.4788
2825,162104.0843
2826,137034.9235
2827,134383.9793
2828,239602.0045
2829,204018.0507
2830,238068.3979
2831,184030.0298
2832,245952.165
2833,316078.1072
2834,234945.264
2835,232176.4972
2836,198630.2915
2837,155357.7047
2838,146099.1302
2839,173580.4761
2840,203705.0576
2841,200844.2267
2842,229169.7863
2843,152623.1701
2844,169713.2816
2845,119157.7263
2846,208195.8442
2847,219436.0306
2848,202009.23
2849,198870.7799
2850,260554.8047
2851,206756.7786
2852,225948.9776
2853,233090.8942
2854,140675.6932
2855,202047.4769
2856,206568.0016
2857,188288.85
2858,210030.0923
2859,101242.5779
2860,140427.2962
2861,126150.6145
2862,196593.0313
2863,139161.2616
2864,263904.7114
2865,147043.8827
2866,136532.6079
2867,97461.55505
2868,97313.97019
2869,94145.41457
2870,118968.6421
2871,76280.21633
2872,30079.35106
2873,89596.56984
2874,142767.7063
2875,107369.5698
2876,154125.4475
2877,146054.8907
2878,151742.6583
2879,145824.8924
2880,104656.8959
2881,141851.8984
2882,195645.2831
2883,206485.4188
2884,193800.0111
2885,185775.9056
2886,242520.3348
2887,96169.44129
2888,145199.0114
2889,41073.98564
2890,76107.27432
2891,145171.93
2892,16900.83061
2893,65158.5652
2894,23668.03956
2895,343553.2151
2896,289049.9923
2897,216418.4033
2898,136050.6905
2899,210371.8585
2900,162804.99
2901,215454.0643
2902,180459.09
2903,309972.0203
2904,352708.3294
2905,68680.72851
2906,195047.3888
2907,114010.2779
2908,116045.0997
2909,137645.9339
2910,70995.44718
2911,75312.33454
2912,154730.4787
2913,73327.85968
2914,67821.5556
2915,78686.7792
2916,78689.42694
2917,174955.9326
2918,113462.5603
2919,221791.0108
